Tweet,Label
its amazing! I saw it on Broadway with the original cast.,Not Suicide post
"you been puffing on that dragon again, ey?",Not Suicide post
"Yes, I am obviously the only one at the National Aviary who answers the phone.",Not Suicide post
RT : Glass half full/glass half empty: This team is legitimately pretty good. If you go by Sports References simple¦,Not Suicide post
"time to turn off and go to sleep i think, its been a big day! Goodnight all",Not Suicide post
"Well, I must say, your comments have even got me thinking his hair looks rather sexy, so I doubt she has much chance to resist",Not Suicide post
RT : ð­ | Bartomeu: Today he celebrates two further honours in a legendary career: A 5th Pichichi goalscorer award and the Di St¦,Not Suicide post
": Nope, you just caught me, cheers, I'm sure I will. Hope the sunshine holds out for you",Not Suicide post
I went with CSI as my episode 3 of Dollhouse needed redownloading! Once that's done I can watch that then the rest,Not Suicide post
just had lovely cuddle with Tali Virgo,Not Suicide post
is home from the gym and is going to sit on her butt all day,Not Suicide post
...going for a four-mile night run....around the old B-52 bomber on Andersen. gotta tape my ankles!,Not Suicide post
Everything is temporary. EVIL EYES OFF SHIVRIT,Not Suicide post
"A little of what you fancy does you good, I am told",Not Suicide post
after sickness back to work,Not Suicide post
I woke up feeling great.,Not Suicide post
he is not tired of everything.,Not Suicide post
hi,Not Suicide post
"Don't get upset by it, not worth it Besides if they do that with enough people, their accounts will not be so popular ;-)",Not Suicide post
we just got a picture with my boyfriend. thats what that is,Not Suicide post
_Twitster Ah it's not the same since the old days when he of the orange-face was still around.,Not Suicide post
lol supp it aint fucked,Not Suicide post
RT : Living in the Hood can be really tough. I am tired of losing people to the violence. I will not give up! ¦,Potential Suicide post
I want to kill myself I really want to fucking kill myself im done,Potential Suicide post
"Oh somebody kill me please!""",Potential Suicide post
"Yes, indeed. With copious amounts of whipped cream",Not Suicide post
i am empty i ve been focusing on school and work but every day i feel worse and worse last night i got blackout drunk didnt help made me feel even worse i know that my loneliness comes mostly from my conscious decisions cant live with people cant live without them the only reason i havent killed myself yet is that i fear the pain,Potential Suicide post
Glad to hear you're making the switch. You will not be disappointed,Not Suicide post
i wanna fucking kill myself,Potential Suicide post
"Please retweet my Weed G. Board!!! The coolest adult cartoon.  I'm tired of living the worst times of my life, plea¦",Potential Suicide post
Off to the bakery to buy yummy stuff,Not Suicide post
is cleaning up. will start anew.,Not Suicide post
The rewards will be credited to your Huobi account in 3 working days.,Not Suicide post
proof?,Not Suicide post
'hen' style may or may not involve making promises OTHER people need to deliver ... no such concerns here,Not Suicide post
"_crunk Keep it up, you do good work!",Not Suicide post
niiiceee,Not Suicide post
"today i almost kill myself because I almost hit by a car, thank lord.",Not Suicide post
",,   Sir please tell does it suit to respected PM to tell Give me 50 days and if things dont improve burn me alive. If yes, then anyone can say that come we shall burn u. If not, I didnt see anyone dis-associating with this line.",Potential Suicide post
Extremely tired of everything. I just want to die.,Potential Suicide post
RT _: Im a fucking lunatic when I get angry its so terrible I need to work on this so bad before I end up doing something that fu¦,Potential Suicide post
: CONGRATULATIONS DAVE!! Enjoy the little 'un! xxx,Not Suicide post
good morning,Not Suicide post
yummy starbucks!,Not Suicide post
Death scares tf out of me and i am not ready to die,Potential Suicide post
I hate being by myself. Bc everything a damn music video,Potential Suicide post
i went to starbucks earlier,Not Suicide post
Gene has been acting a bit odd lately. When I told him about Leper wanting to jump out of the tree to join The Supe¦,Potential Suicide post
I was drinking and crying my night away as usual to find out my ex is fucking a girl in his bed so I tried to kill¦,Potential Suicide post
WOW awesome pics!!,Not Suicide post
death cant be much worse i am 22 male my girlfriend left i have been staying late in the office for too long because i cant cope with the workload friends are non existent hate my family and they hate me i just want to die i dont see any other option at this point,Potential Suicide post
RT : Hate the fact that Im damn near forced to figure everything out by myself but it must be done,Potential Suicide post
Good morning...good morning..good moooooorning,Not Suicide post
"im gonna watch T.M. 2 c wot they hav 2 say bout TWITTER, yor show was brilliant as ever this mornin - katie x",Not Suicide post
Here's my latest tune -  Leave a comment please,Not Suicide post
Watch this space. Not sure how viable it is yet. Possibly though,Not Suicide post
",With Jake :),RT _x: I desperately and whole heartedly dont want to be here anymore.",Potential Suicide post
": Me too. I want to have an overnight drinking session with friends, and I mean all of 'em! Haha.",Not Suicide post
a blunt and honest girl who just wants to take care of her family and a passionate boy perusing his dreams of being¦,Not Suicide post
didn t kill myself yet i guess that is something to be proud of i had a gun but my roommate found it planning on finding a lonely bridge to end it i really want a reason to live but i just can t find one,Potential Suicide post
"photoboth is black&amp;white. and wayyy old. we call him Herbert lol. I love him, he's like a living legend. gotta love Berlin &lt;3",Not Suicide post
lol. www.tv.com is your FRIEND!,Not Suicide post
it wont be miserable for at least 2 weeks tho,Not Suicide post
tom chaplin marry me please. i melt for you hahaha.. o and pearshapebodygirl stopped talking to me! YES!,Not Suicide post
I'm attempting to make Hot Cross Buns with Bella &amp; Ari,Not Suicide post
this summarize what happened at boc chrismas special when all of them are in a chaos we still have mile phakphum romsaithong who is very calm in everything,Not Suicide post
":O he just replied to someone... Dougie replied to quite a few people this afternoon so you never know... besides, it's fun!",Not Suicide post
i am 16 and hate myself so much i have very little friends an introvert never had a girlfriend been bullied a lot and rejected a lot please help me i want to kill myself it would make all this go away i dont deserve to be on this earth since i write notes on paper of how worthless and stupid i am i want to become someone in the it field but i am too stupid to get in there anyways and jobs nowadays need social people and i am not one of them ive never had a girlfriend before and i want to have one because being a virgin is a bad thing and i could never live with that feeling if i dont have any friends or a girlfriend wheni am an adult i plan on committing suicide can you please help me thanks for reading,Potential Suicide post
